subID, vignette, correct_answer, choice1, choice2, choice3, resp, RT, confresp, confRT
32," ""You see a girl telling her __ that she looks like she has gained weight."""," ""classmate"""," ""sister"""," ""classmate"""," ""mother""", 2@,4.952439, 3#,6.422014
32," ""You see a woman driving recklessly through a school zone to __."""," ""make a meeting"""," ""make a meeting"""," ""get to a luncheon"""," ""make an appointment""", 4$,6.282329, 3#,7.736035
32," ""You see a student talking back to the __ in front of the classroom."""," ""principal"""," ""superintendent"""," ""teacher"""," ""principal""", 2@,5.546974, 2@,6.957185
32," ""You see a woman __ before her main entree arrives on the table."""," ""eating dessert"""," ""having a breath mint"""," ""eating dessert"""," ""paying for her meal""", 2@,3.559024, 3#,4.992862
32," ""You see a woman lying about the number of __ days she has taken at work."""," ""vacation"""," ""personal"""," ""sick"""," ""vacation""", 3#,7.101685, 3#,8.846704
32," ""You see a teenager at a cafeteria forcing a younger student to__."""," ""pay for her lunch"""," ""sit somewhere else"""," ""get her a soda"""," ""pay for her lunch""", 3#,4.058012, 3#,4.919827
32," ""You see an employee joking with competitors about how bad his company did __."""," ""last year"""," ""this month"""," ""last year"""," ""this quarter""", 4$,6.279504, 1!,7.584147
32," ""You see a Brazilian at the World Cup cheering for __ to win every medal."""," ""Germany"""," ""Germany"""," ""Britain"""," ""Portugal""", 4$,5.69793, 3#,7.299275
32," ""You see a woman slapping another woman who she is arguing with in the __."""," ""parking lot"""," ""parking lot"""," ""hotel lobby"""," ""grocery store""", 1!,5.907856, 2@,7.469734
32," ""You see a man entering __ while still wearing all his work clothes."""," ""a hot tub"""," ""a swimming pool"""," ""a hot tub"""," ""the shower""", 4$,5.91524, 3#,6.707318
32," ""You see a man moving multiple __ pieces while his opponent is distracted."""," ""chess"""," ""checkers"""," ""chess"""," ""backgammon""", 4$,4.279496, 3#,5.078732
32," ""You see a girl taking all the Halloween candy from a __, leaving none for others."""," ""bowl"""," ""bowl"""," ""dish"""," ""bag""", 1!,6.035288, 2@,7.878
32," ""You see a man being openly rude to a police officer he passes __."""," ""on the sidewalk"""," ""on his bike"""," ""at a crosswalk"""," ""on the sidewalk""", 4$,7.502257, 2@,8.284284
32," ""You see a __ saying that the neighboring town is a much better town."""," ""mayor"""," ""city official"""," ""mayor"""," ""sheriff""", 4$,5.041962, 2@,5.852382
32," ""You see a girl throwing __ on a woman who is dating her ex-boyfriend."""," ""her hot coffee"""," ""her hot tea"""," ""a glass of wine"""," ""her hot coffee""", 3#,5.026919, 3#,7.065309
32," ""You see a man staying inside his home with the __ on a rare sunny day."""," ""shades drawn"""," ""curtains closed"""," ""lights off"""," ""shades drawn""", 3#,9.772354, 3#,10.585316
32," ""You see a teacher publicly saying she hopes another school wins the __."""," ""math contest"""," ""math contest"""," ""science fair"""," ""quiz bowl""", 1!,3.663282, 3#,4.58754
32," ""You see a teenage male in a dorm bathroom secretly using a stranger's __."""," ""toothbrush"""," ""toothbrush"""," ""razor"""," ""towel""", 1!,2.724624, 3#,4.272334
32," ""You see an employee lying about how many hours she worked __."""," ""during the week"""," ""over the pay period"""," ""overtime"""," ""during the week""", 3#,8.052091, 2@,9.88399
32," ""You see a man having sex with a frozen chicken before __ for dinner."""," ""cooking it"""," ""cooking it"""," ""heating it up"""," ""preparing it""", 1!,5.806802, 3#,7.392149
32," ""You see a very drunk woman dancing on a table while men laugh and __."""," ""cheer her on"""," ""buy her drinks"""," ""cheer her on"""," ""take pictures""", 4$,3.498846, 3#,5.133725
32," ""You see someone wearing a __ costume on a day that is not Halloween."""," ""superhero"""," ""superhero"""," ""pirate"""," ""zombie""", 4$,4.535254, 2@,5.365737
32," ""You see a woman watching __ on television in black-and-white instead of color."""," ""a game"""," ""a game"""," ""the news"""," ""the soap opera""", 2@,7.899392, 1!,8.816756
32," ""You see a boss requiring that she gets access to her employees' __ accounts."""," ""Facebook"""," ""Twitter"""," ""Gmail"""," ""Facebook""", 4$,4.109366, 3#,5.513179
32," ""You see a young adult openly refusing to follow __ dress code."""," ""her school's"""," ""her workplace's"""," ""her school's"""," ""her religion's""", 4$,8.960304, 3#,9.758959
32," ""You see a woman having intimate relations with a recently deceased __."""," ""loved one"""," ""stranger"""," ""close friend"""," ""loved one""", 3#,6.038181, 3#,7.148255
32," ""You see a woman drinking her entire cup of __ using a stirring spoon."""," ""coffee"""," ""coffee"""," ""cocoa"""," ""tea""", 3#,6.513763, 1!,7.480163
32," ""You see a woman clearly avoiding sitting next to an obese woman __."""," ""on the bus"""," ""in a theater"""," ""on the bus"""," ""in the lobby""", 2@,3.841338, 3#,4.694726
32," ""You see a principal publicly wishing that a rival school wins __."""," ""a prestigious grant"""," ""the tournament"""," ""the choir competition"""," ""a prestigious grant""", 1!,5.399411, 3#,6.62683
32," ""You see an employee at a morgue eating his __ pizza off of a dead body."""," ""pepperoni"""," ""cheese"""," ""pepperoni"""," ""sausage""", 2@,4.020849, 3#,5.866354
32," ""You see a public leader on TV trying to ban the wearing of __."""," ""hooded sweatshirts"""," ""hooded sweatshirts"""," ""baseball caps"""," ""baggy pants""", 1!,3.300739, 3#,4.133127
32," ""You see a very drunk woman making out with multiple strangers __."""," ""on the city bus"""," ""at the gas station"""," ""on the city bus"""," ""at the subway stop""", 3#,5.943851, 2@,7.539952
32," ""You see a __ celebrating with the opposing team's players who just won the game."""," ""coach"""," ""manager"""," ""coach"""," ""player""", 2@,3.745727, 3#,5.274711
32," ""You see a boy placing a thumbtack sticking up on the __ of another student."""," ""chair"""," ""chair"""," ""seat"""," ""stool""", 2@,5.644151, 2@,8.292876
32," ""You see a man loudly telling his wife that the __ tastes awful."""," ""dinner she cooked"""," ""cake she baked"""," ""breakfast she prepared"""," ""dinner she cooked""", 3#,3.707542, 2@,4.522256
32," ""You see a student copying a classmate's answer sheet on a makeup __."""," ""final exam"""," ""final exam"""," ""midterm exam"""," ""quiz""", 2@,6.587804, 3#,7.416923
32," ""You see a __ drinking until she vomits on herself and falls asleep."""," ""college student"""," ""college student"""," ""high schooler"""," ""teenager""", 1!,4.387711, 3#,6.979026
32," ""You see a woman with __ hair riding a unicycle to work every day."""," ""blue and orange"""," ""green and black"""," ""purple and pink"""," ""blue and orange""", 4$,3.037728, 3#,3.972361
32," ""You see a US __ cheering as a Chinese foe beats his teammate to win the gold."""," ""swimmer"""," ""swimmer"""," ""gymnast"""," ""wrestler""", 3#,5.084142, 2@,5.972247
32," ""You see a customer greeting every stranger she sees while __."""," ""in a coffee shop"""," ""in a coffee shop"""," ""waiting in the lobby"""," ""sitting at the bar""", 4$,4.304662, 3#,5.134293
32," ""You see a mother telling her son that she is going to choose all of his __ ."""," ""friends"""," ""classes"""," ""friends"""," ""outfits""", 2@,4.433503, 2@,5.343952
32," ""You see a man walking down a dark __ while still wearing his sunglasses."""," ""hallway"""," ""hallway"""," ""staircase"""," ""alley""", 3#,11.222177, 3#,12.032638
32," ""You see a woman swerving her car in order to intentionally run over a __."""," ""squirrel"""," ""possum"""," ""squirrel"""," ""snake""", 2@,2.572676, 3#,4.122462
32," ""You see someone using an old __ and refusing to go buy a new one."""," ""rotary phone"""," ""laptop"""," ""rotary phone"""," ""printer""", 2@,3.203602, 3#,4.049651
32," ""You see a track coach quitting in the middle of the season after __."""," ""winning the lottery"""," ""inheriting lots of money"""," ""winning the lottery"""," ""marrying a wealthy man""", 4$,3.443056, 3#,4.280461
32," ""You see a teacher ordering a student to go __ for having a weird hairstyle."""," ""to detention"""," ""home"""," ""to detention"""," ""to the principal's office""", 4$,7.222501, 3#,8.093419
32," ""You see an employee trying to undermine her boss's __."""," ""ideas"""," ""ideas"""," ""credibility"""," ""financial strategy""", 2@,3.410515, 3#,4.378018
32," ""You see a __ intentionally making bad calls that help his favored team win."""," ""referee"""," ""line judge"""," ""referee"""," ""umpire""", 2@,3.353089, 3#,4.912562
32," ""You see a boy spray-painting __ symbols on the side of the police station."""," ""anarchy"""," ""gang"""," ""dirty"""," ""anarchy""", 3#,3.53086, 3#,4.792123
32," ""You see a mother forcing her daughter to enroll as a __ student in college."""," ""pre-med"""," ""business"""," ""pre-med"""," ""pre-law""", 2@,2.921498, 3#,4.288753
32," ""You see a staff member talking loudly and interrupting the __ speech to the public."""," ""mayor's"""," ""mayor's"""," ""candidate's"""," ""CEO's""", 2@,5.513609, 1!,6.346909
32," ""You see a teaching assistant talking back to the teacher in front of the __."""," ""classroom"""," ""students"""," ""kindergarten class"""," ""classroom""", 3#,6.328413, 2@,7.964428
32," ""You see a teenage boy offering his classmate money to write his __."""," ""history essay"""," ""book report"""," ""biology paper"""," ""history essay""", 4$,2.945015, 3#,3.756821
32," ""You see a politician using federal tax dollars to build an extension on his __."""," ""home"""," ""beach condo"""," ""lake house"""," ""home""", 4$,4.211448, 3#,5.03398
32," ""You see the coach's wife __ for her husband's rival team."""," ""sponsoring a bake sale"""," ""raising money"""," ""cheering loudly"""," ""sponsoring a bake sale""", 3#,3.07373, 3#,4.547675
32," ""You see a judge taking on __ case although he is friends with the defendant."""," ""a criminal"""," ""an appeals"""," ""a criminal"""," ""a civil""", 3#,7.089826, 2@,9.033375
32," ""You see a wife turning in her husband to the police for __."""," ""overdue parking fines"""," ""overdue parking fines"""," ""littering on the sidewalk"""," ""illegal music downloads""", 4$,3.857072, 3#,4.798561
32," ""You see __ getting married to each other in an elaborate wedding."""," ""two first cousins"""," ""two sisters"""," ""an uncle and niece"""," ""two first cousins""", 3#,2.820975, 3#,4.095149
32," ""You see a woman happily admitting that she has not paid any taxes in over __ years."""," ""ten"""," ""five"""," ""ten"""," ""two""", 4$,2.93768, 3#,3.770248
32," ""You see a student stating that her professor is __ during an afternoon class."""," ""a fool"""," ""a fool"""," ""an idiot"""," ""a moron""", 1!,6.215313, 2@,8.345769
32," ""You see a boy tripping a classmate in order to be the first __."""," ""in the cafeteria line"""," ""out on the playground"""," ""in the cafeteria line"""," ""on the schoolbus""", 4$,5.929342, 2@,6.729509
32," ""You see a girl telling a boy that his __ is much more attractive than him."""," ""older brother"""," ""older brother"""," ""cousin"""," ""best friend""", 1!,2.815236, 3#,3.620628
32," ""You see someone at the __ lifting free weights in nice business clothes."""," ""school gym"""," ""school gym"""," ""health club"""," ""rec center""", 4$,4.538016, 3#,5.34853
32," ""You see a young boy teasing another boy because his father recently __."""," ""passed away"""," ""divorced his mother"""," ""was deployed overseas"""," ""passed away""", 4$,5.375815, 3#,6.189555
32," ""You see a professor giving a __ grade to a student just because he dislikes him."""," ""bad"""," ""lower"""," ""bad"""," ""failing""", 1!,6.378613, 2@,7.844273
32," ""You see __ joking in Great Britain about the stupidity of Americans."""," ""the US ambassador"""," ""the US ambassador"""," ""a US politician"""," ""a US diplomat""", 1!,3.210593, 3#,5.030856
32," ""You see a teenage girl wearing a long __ on a hot summer afternoon."""," ""trench coat"""," ""wool coat"""," ""trench coat"""," ""bath robe""", 2@,2.498837, 3#,4.315184
32," ""You see a woman laughing out loud about a young man's __."""," ""receding hairline"""," ""graying hair"""," ""receding hairline"""," ""bald spot""", 4$,3.083601, 3#,3.883449
32," ""You see a former Secretary of __ publicly giving up his citizenship to the US."""," ""State"""," ""State"""," ""Defense"""," ""Treasury""", 1!,3.157773, 3#,4.654394
32," ""You see a woman telling a group of homeless people on the __ to go find jobs."""," ""subway"""," ""subway"""," ""street"""," ""curb""", 4$,7.918113, 3#,9.169767
32," ""You see a man putting __ all over his chicken Caesar salad while at lunch."""," ""ketchup"""," ""mustard"""," ""mayonnaise"""," ""ketchup""", 3#,4.469355, 3#,5.646058
32," ""You see a story about a remote tribe eating the __ of their deceased members."""," ""flesh"""," ""eyes"""," ""brains"""," ""flesh""", 3#,5.664175, 2@,7.188217
32," ""You see a head cheerleader booing her __ team during a homecoming game."""," ""high school's"""," ""high school's"""," ""college's"""," ""university's""", 1!,12.391452, 2@,14.109511
32," ""You see the class __ saying on TV that her rival college is a better school."""," ""president"""," ""secretary"""," ""treasurer"""," ""president""", 3#,6.236203, 3#,7.924918
32," ""You see a woman collecting child support for a __ who no longer lives with her."""," ""girl"""," ""teenager"""," ""girl"""," ""child""", 4$,2.758247, 3#,3.610192
32," ""You see a boy making fun of his brother for getting __ his girlfriend."""," ""dumped by"""," ""dumped by"""," ""in trouble with"""," ""yelled at by""", 1!,3.009877, 3#,4.763551
32," ""You see someone driving around in a dirty __ that has not been washed recently."""," ""car"""," ""car"""," ""sedan"""," ""minivan""", 1!,3.946477, 3#,6.512003
32," ""You see a woman continuing to wear a __ inside her apartment complex."""," ""large sun hat"""," ""big shady visor"""," ""large sun hat"""," ""pair of sunglasses""", 4$,5.221805, 3#,6.076648
32," ""You see a teenage boy chuckling at an amputee he passes by while on the __."""," ""subway"""," ""subway"""," ""train"""," ""sidewalk""", 3#,3.881929, 1!,5.115479
32," ""You see a teenage woman carrying an open umbrella on a cloudless day in __."""," ""October"""," ""November"""," ""September"""," ""October""", 4$,5.493433, 3#,7.251361
32," ""You see a boss pressuring employees to buy __ from her family's general store."""," ""goods"""," ""goods"""," ""products"""," ""groceries""", 1!,5.508623, 2@,7.169491
32," ""You see a woman snatching away her dog's food for making a mess in the __."""," ""living room"""," ""living room"""," ""bedroom"""," ""kitchen""", 3#,5.62759, 2@,7.41601
32," ""You see a teenage girl at __ mocking a man's stuttering speech."""," ""the local mall"""," ""the post office"""," ""the local mall"""," ""a café""", 4$,4.066746, 3#,6.814349
32," ""You see a girl shooting geese repeatedly with a pellet gun out __."""," ""in the woods"""," ""at the pond"""," ""in her backyard"""," ""in the woods""", 2@,3.690064, 3#,5.26031
32," ""You see a man laughing at a disabled co-worker while at an office __."""," ""softball game"""," ""softball game"""," ""beach retreat"""," ""charity run""", 1!,7.273828, 2@,9.050299
32," ""You see a teenage girl drinking a _ of her friend's urine on a dare."""," ""cup"""," ""cup"""," ""bottle"""," ""mug""", 4$,3.560912, 3#,4.171162
32," ""You see a teenage girl coming home late and ignoring her parents' __."""," ""strict curfew"""," ""text messages"""," ""questions"""," ""strict curfew""", 3#,3.238376, 3#,4.972503
32," ""You see a man walking down the street wearing a neon green suit with __."""," ""a top hat"""," ""a long cape"""," ""a top hat"""," ""cowboy boots""", 4$,4.473512, 3#,5.308901
32," ""You see the head of a law firm ordering her juniors to __ every day."""," ""shine her shoes"""," ""wash her car"""," ""shine her shoes"""," ""get her coffee""", 4$,3.802818, 3#,4.659832
32," ""You see a man purposely stepping hard on the foot of someone who __ ."""," ""is in his way"""," ""is in his way"""," ""took his seat"""," ""got on his nerves""", 4$,3.974112, 3#,4.830167
32," ""You see a family eating the carcass of their pet __ that had been run over."""," ""dog"""," ""dog"""," ""turtle"""," ""kitten""", 1!,2.300982, 3#,3.688764
32," ""You see a mother preventing her teenage son from wearing __ clothes to school."""," ""pink"""," ""pink"""," ""lavender"""," ""purple""", 4$,2.778823, 3#,3.641795
32," ""You see children ignoring their __ orders to get ready to go to school."""," ""mom's"""," ""mom's"""," ""grandmother's"""," ""dad's""", 1!,7.118357, 1!,8.00041
32," ""You see a man refusing to allow his daughter to participate in any __."""," ""type of sports"""," ""after school clubs"""," ""co-ed activities"""," ""type of sports""", 4$,3.954285, 3#,4.800144
32," ""You see a man pushing someone to the ground while trying to __."""," ""catch a foul ball"""," ""see the parade"""," ""catch a foul ball"""," ""see the band""", 4$,3.134657, 3#,3.943527
32," ""You see a girl asking for allowance even though her brother __ for her."""," ""did her chores"""," ""cleaned her room"""," ""made her bed"""," ""did her chores""", 3#,3.319565, 3#,4.180296
32," ""You see a wife hitting her husband on the side of his head for __."""," ""coming home late"""," ""coming home late"""," ""not doing the dishes"""," ""not paying attention""", 1!,4.066048, 3#,5.540845
32," ""You see a boy laughing at another student for his poor score on __."""," ""the final exam"""," ""his report card"""," ""the standardized test"""," ""the final exam""", 4$,3.184111, 3#,4.01343
32," ""You see a man telling his girlfriend that she must __."""," ""convert to his religion"""," ""convert to his religion"""," ""quit her job"""," ""vote a certain way""", 1!,2.855401, 3#,4.66562
32," ""You see a drug addict offering to provide any service for __."""," ""a bump of cocaine"""," ""a bump of cocaine"""," ""an ounce of meth"""," ""a hit of heroin""", 4$,3.23946, 3#,4.08386
32," ""You see a Hollywood star agreeing with a foreign __ denunciation of the US."""," ""dictator's"""," ""tyrant's"""," ""dictator's"""," ""leader's""", 3#,5.696911, 2@,7.57234
32," ""You see someone giving the finger to the __ back is turned."""," ""boss, while the boss's"""," ""policeman, while the policeman's"""," ""boss, while the boss's"""," ""dentist, while the dentist's""", 4$,5.513736, 3#,6.290275
32," ""You see a teacher ordering a student to __ before coming to class."""," ""get a normal haircut"""," ""get a normal haircut"""," ""wipe her makeup off"""," ""cover up her tattoo""", 1!,3.788382, 3#,5.181233
32," ""You see a woman spanking her child with a __ for getting bad grades in school."""," ""spatula"""," ""rolling pin"""," ""spatula"""," ""wooden spoon""", 2@,3.241385, 3#,4.184318
32," ""You see an American __ publicly defecting to Iran for a large sum of money."""," ""celebrity"""," ""celebrity"""," ""newscaster"""," ""talk show host""", 4$,5.867945, 3#,7.271861
32," ""You see a man elbowing someone as he struggles to get __ quickly."""," ""off the plane"""," ""out of the elevator"""," ""out the door"""," ""off the plane""", 4$,4.015224, 3#,4.78729
32," ""You see a __ calling the president a nasty name in the middle of a speech."""," ""reporter"""," ""reporter"""," ""newscaster"""," ""bystander""", 4$,4.274986, 3#,5.071038
32," ""You see a woman buying herself an expensive __ with a stolen credit card."""," ""necklace"""," ""necklace"""," ""pair of earrings"""," ""bracelet""", 4$,2.690582, 3#,3.477974
32," ""You see an American telling foreigners that the US is __ force in the world."""," ""an evil"""," ""a destructive"""," ""an evil"""," ""a negative""", 1!,9.392515, 2@,10.175753
32," ""You see a woman throwing a stapler at her colleague who is __ during her talk."""," ""snoring"""," ""snoring"""," ""whispering"""," ""laughing""", 1!,3.27019, 3#,4.90445
32," ""You see a homosexual in a gay bar offering sex to anyone who __."""," ""buys him a drink"""," ""wants to have sex"""," ""buys him a drink"""," ""will drive him home""", 2@,9.315459, 3#,10.726852
32," ""You see a woman accidentally knocking over a child while __ on her cell phone."""," ""talking"""," ""talking"""," ""texting"""," ""playing a game""", 4$,4.087321, 3#,4.881145
32," ""You see an intern disobeying an order to dress professionally and __."""," ""comb his hair"""," ""comb his hair"""," ""get a haircut"""," ""shave""", 1!,3.586916, 3#,4.57388
32," ""You see a man spending several hours at a strip club every day right after __."""," ""work"""," ""work"""," ""class"""," ""dinner""", 4$,2.758472, 3#,3.605617
32," ""You see a brother kicking his sister's __ that took many hours to build."""," ""sandcastle"""," ""sandcastle"""," ""house of cards"""," ""Lego tower""", 4$,2.195491, 3#,3.039873
32," ""You see a tenant bribing a landlord to be the first to get their apartment __."""," ""repainted"""," ""remodeled"""," ""carpeted"""," ""repainted""", 3#,3.164955, 3#,4.66805
32," ""You see a boy skipping to the front of the line because his friend is __."""," ""an employee"""," ""a cashier"""," ""an employee"""," ""the manager""", 2@,9.345924, 2@,11.188991
32," ""You see a man wearing __ with socks that clearly do not match each other."""," ""a suit"""," ""pants"""," ""a suit"""," ""sandals""", 4$,2.955478, 3#,3.750966
32," ""You see a teenager wearing all of their clothes inside out while __."""," ""at a movie theater"""," ""at the library"""," ""at a movie theater"""," ""at the mall""", 4$,2.933003, 3#,3.739449
32," ""You see a teenage girl openly staring at a __ as she walks past."""," ""disfigured woman"""," ""disfigured woman"""," ""burn victim"""," ""very large person""", 1!,2.683304, 3#,4.179555
